tên_sản_phẩm,giá_hiện_tại,giá_gốc,khuyến_mãi,đánh_giá,link_sản_phẩm,brand_id,series,genre_name,công_nghệ_cpu,số_nhân,số_luồng,tốc_độ_cpu,bộ_nhớ đệm,ram,tốc_độ_bus_ram,màn_hình,độ_phân_giải,công_nghệ_màn_hình,đồ_họa,webcam,kích_thước,thông_tin_pin,hệ_điều_hành,cổng_giao_tiếp,kết_nối_không_dây,tính_năng,tốc_độ_tối_đa,loại_ram,ram_tối_đa,ổ_cứng,tần_số_quét,card_màn_hình,âm_thanh,chất_liệu,ra_mắt,đèn,bluetooth,năm_sản_xuất,đèn_bàn_phím,vỏ_nhựa,tên_hãng,nguồn_bán
Lenovo Ideapad 3 15ITL6 i5 1155G7 (82H803RRVN),11.690.000₫,14.490.000₫,-19%,29,https://www.thegioididong.com/laptop/lenovo-ideapad-3-15itl6-i5-82h803rrvn,4,IdeaPad,Laptop,Intel Core i5 Tiger Lake,4,8,2.50 GHz,8 MB,16 GB,3200 MHz,15.6 inch,,,Intel Iris Xe Graphics,,Dài 359.2 mm - Rộng 236.5 mm - Dày 19.9 mm - Nặng 1.65 kg,65 W,,,,,,,,,,,,,2023,,,,,,Lenovo,TGDD
Lenovo Ideapad 3 15IAU7 i7 1255U (82RK00X0VN),17.890.000₫,18.990.000₫,-5%,,https://www.thegioididong.com/laptop/lenovo-ideapad-3-15iau7-i7-82rk00x0vn,4,IdeaPad,Laptop,Intel Core i7 Alder Lake,10,12,1.70 GHz,12 MB,16 GB,3200 MHz,15.6 inch,Full HD (1920 x 1080),,Intel Iris Xe Graphics,,Dài 359.2 mm - Rộng 236.5 mm - Dày 19.9 mm - Nặng 1.63 kg,65 W,,,,,,,,1 TB SSD NVMe PCIe Gen 4,,,,,2022,,,,,,Lenovo,TGDD
Lenovo Ideapad Slim 3 15IAH8 i5 12450H (83ER000FVN),15.490.000₫,16.490.000₫,-6%,,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-3-15iah8-i5-83er000fvn,4,IdeaPad,Laptop,Intel Core i5 Alder Lake,8,12,2.00 GHz,12 MB,LPDDR5,4800 MHz,15.6 inch,Full HD,,Intel UHD Graphics,Có,Dài 359.3 mm - Rộng 235 mm - Dày 17.9 mm - Nặng 1.62 kg,47 Wh,Không có,Không có,Không có,Không có,,,,1 TB SSD NVMe PCIe Gen 4,,,,,2023,,,,,,Lenovo,TGDD
Lenovo Ideapad 5 14IAL7 i5 1235U (82SD0060VN),13.990.000₫,18.990.000₫,-26%,23,https://www.thegioididong.com/laptop/lenovo-ideapad-5-14ial7-i5-82sd0060vn,4,IdeaPad,Laptop,Intel Core i5 Alder Lake,10,12,1.30 GHz,12 MB,,,14 inch,,,Intel Iris Xe Graphics,Full HD,Dài 321.69 mm - Rộng 211.84 mm - Dày 16.9 mm - Nặng 1.44 kg,56.5 Wh,,,,Không hỗ trợ nâng cấp,3200 MHz,,,,,,Đơn sắc - Màu trắng,Vỏ kim loại - Nhôm,2022,,,,,,Lenovo,TGDD
Lenovo Ideapad 3 15ITL6 i3 1115G4 (82H803SGVN),7.990.000₫,10.490.000₫,-23%,37,https://www.thegioididong.com/laptop/lenovo-ideapad-3-15itl6-i3-82h803sgvn,4,IdeaPad,Laptop,Intel Core i3 Tiger Lake,2,4,3.00 GHz,6 MB,16 GB,,,,,Intel UHD Graphics,,Dài 359.2 mm - Rộng 236.5 mm - Dày 19.9 mm - Nặng 1.65 kg,65 W,,,Không có,,,,,,,,,,,,,,,,Lenovo,TGDD
Lenovo Ideapad 3 15IAU7 i5 1235U (82RK001PVN),12.990.000₫,17.990.000₫,-27%,36,https://www.thegioididong.com/laptop/lenovo-ideapad-3-15iau7-i5-82rk001pvn,4,IdeaPad,Laptop,Intel Core i5 Alder Lake,10,12,1.30 GHz,12 MB,16 GB,,15.6 inch,,,Intel UHD Graphics,,Dài 359.2 mm - Rộng 236.5 mm - Dày 19.9 mm - Nặng 1.63 kg,65 W,Không có,,,,,,,,,,,,2022,,,,,,Lenovo,TGDD
Lenovo Ideapad 5 Pro 14IAP7 i5 1240P (82SH000SVN),18.190.000₫,24.990.000₫,-27%,23,https://www.thegioididong.com/laptop/lenovo-ideapad-5-pro-14iap7-i5-82sh000svn,4,IdeaPad,Laptop,Intel Core i5 Alder Lake,12,16,1.70 GHz,12 MB,LPDDR5,4800 MHz,14 inch,2.8K (2880 x 1800),100% sRGB,Card tích hợp,Full HD Webcam,Dài 312.2 mm - Rộng 221 mm - Dày 15.9 mm - Nặng 1.42 kg,56.5 Wh,,,,Đơn sắc - Màu trắng,,Onboard,Không hỗ trợ nâng cấp,,90 Hz,Intel Iris Xe Graphics,,,2022,,,,,,Lenovo,TGDD
Lenovo Ideapad 5 Pro 14IAP7 i7 1260P (82SH002SVN),20.490.000₫,27.990.000₫,-26%,9,https://www.thegioididong.com/laptop/lenovo-ideapad-5-pro-14iap7-i7-82sh002svn,4,IdeaPad,Laptop,Intel Core i7 Alder Lake,12,16,2.10 GHz,18 MB,LPDDR5,4800 MHz,14 inch,2.8K (2880 x 1800),100% sRGB,Card tích hợp,Full HD,Dài 312.2 mm - Rộng 221 mm - Dày 15.9 mm - Nặng 1.42 kg,56.5 Wh,,,,,,Onboard,Không hỗ trợ nâng cấp,,90 Hz,Intel Iris Xe Graphics,,,2022,,,,,,Lenovo,TGDD
Lenovo Ideapad 3 14ABA7 R5 5625U (82RM003WVN),11.190.000₫,14.890.000₫,-24%,11,https://www.thegioididong.com/laptop/lenovo-ideapad-3-14aba7-r5-82rm003wvn,4,IdeaPad,Laptop,AMD Ryzen 5,6,12,2.30 GHz,16 MB,16 GB,,14 inch,,,AMD Radeon Graphics,,Dài 324.2 mm - Rộng 215.7 mm - Dày 19.9 mm - Nặng 1.43 kg,,,,,,,,,,,,,,2022,,,,,,Lenovo,TGDD
Lenovo Ideapad 3 15IAU7 i3 1215U (82RK00QYVN),9.490.000₫,11.790.000₫,-19%,,https://www.thegioididong.com/laptop/lenovo-ideapad-3-15iau7-i3-82rk00qyvn,4,IdeaPad,Laptop,Intel Core i3 Alder Lake,6,8,1.20 GHz,10 MB,16 GB,3200 MHz,15.6 inch,Full HD (1920 x 1080),,Intel UHD Graphics,,Dài 359.2 mm - Rộng 236.5 mm - Dày 19.9 mm - Nặng 1.63 kg,65 W,Không có,,,,,,,512 GB SSD NVMe PCIe,,,,,2023,,,,,,Lenovo,TGDD
Lenovo ThinkBook 15 G5 IRL i7 1355U (21JD002AVN),22.490.000₫,25.990.000₫,-13%,,https://www.thegioididong.com/laptop/lenovo-thinkbook-15-g5-irl-i7-121jd002avn,4,ThinkBook,Laptop,Intel Core i7 Raptor Lake - 1355U,10,12,1.70 GHz,12 MB,,,15.6 inch,Full HD,,Intel Iris Xe Graphics,Full HD Webcam,Dài 357 mm - Rộng 235 mm - Dày 18.9 mm - Nặng 1.7 kg,65 W,2023,,Có,Trả góp 0%,,,,512 GB SSD NVMe PCIe 4.0,,,,Vỏ nhựa - nắp lưng bằng kim loại,,,,,,,Lenovo,TGDD
Lenovo ThinkBook 15 G5 IRL i5 1355U (21JD002FVN),18.990.000₫,22.590.000₫,-15%,,https://www.thegioididong.com/laptop/lenovo-thinkbook-15-g5-irl-i5-21jd002fvn,4,ThinkBook,Laptop,Intel Core i5 Raptor Lake - 1335U,10,12,1.30 GHz,12 MB,16 GB,3200 MHz,15.6 inch,Full HD,,Intel Iris Xe Graphics,Full HD Webcam,Dài 357 mm - Rộng 235 mm - Dày 18.9 mm - Nặng 1.7 kg,65 W,,,,,,,,"512 GB SSD NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",,,,Vỏ nhựa - nắp lưng bằng kim loại,2023,,,,,,Lenovo,TGDD
Lenovo ThinkBook 14 G4 IAP i5 1240P (21DH00B5VN),17.190.000₫,23.690.000₫,-27%,,https://www.thegioididong.com/laptop/lenovo-thinkbook-14-g4-iap-i5-21dh00b5vn,4,ThinkBook,Laptop,Intel Core i5 Alder Lake,12,16,1.70 GHz,12 MB,40 GB,3200 MHz,14 inch,Full HD,,,Full HD Webcam,Dài 323 mm - Rộng 218 mm - Dày 17.9 mm - Nặng 1.4 kg,60 Wh,,,,,,,,,,Intel UHD Graphics,,Vỏ kim loại - Nhôm,2022,,,,,,Lenovo,TGDD
Lenovo Ideapad Gaming 3 15ACH6 R5 5500H (82K2027PVN),15.990.000₫,18.990.000₫,-15%,,https://www.thegioididong.com/laptop/lenovo-ideapad-gaming-3-15ach6-r5-82k2027pvn,4,IdeaPad Gaming,Laptop,AMD Ryzen 5,4,8,3.30 GHz,8 MB,16 GB,3200 MHz,15.6 inch,,,NVIDIA GeForce RTX 2050,,Dài 359.6 mm - Rộng 251.9 mm - Dày 24.2 mm - Nặng 2.25 kg,135 W,,,,,,,,512 GB SSD NVMe PCIe Gen 4.0,,4 GB,,,2023,,,,,,Lenovo,TGDD
Lenovo Gaming Legion 5 16IRH8 i5 13500H (82YA00BSVN),35.990.000₫,36.990.000₫,,,https://www.thegioididong.com/laptop/lenovo-legion-5-16irh8-i5-82ya00bsvn,4,Legion Gaming,Laptop,Intel Core i5 Raptor Lake,12,16,2.60 GHz,18 MB,32 GB,5200 MHz,16 inch,100% sRGB,,,Full HD,Dài 359.7 mm - Rộng 260.3 mm - Dày 19.9 ~ 21.9 mm - Nặng 2.4 kg,80 Wh,,,,"Hệ thống Legion Coldfront 5.0 cooling, Đèn chuyển màu RGB - 4 vùng",,,,512 GB SSD NVMe PCIe 4.0,,"NVIDIA GeForce RTX 4050, 6 GB",,Vỏ nhựa - nắp lưng bằng kim loại,2023,,,,,,Lenovo,TGDD
Lenovo LOQ Gaming 15IRH8 i5 13420H (82XV00Q4VN),26.990.000₫,28.990.000₫,-6%,,https://www.thegioididong.com/laptop/lenovo-loq-gaming-15irh8-i5-82xv00q4vn,4,LOQ Gaming,Laptop,Intel Core i5 Raptor Lake,8,12,2.10 GHz,12 MB,16 GB,5200 MHz,15.6 inch,,,,Full HD,Dài 359.6 mm - Rộng 264.8 mm - Dày 22.1 ~ 25.2 mm - Nặng 2.4 kg,60 Wh,,,,,,,,512 GB SSD NVMe PCIe 4.0,,"NVIDIA GeForce RTX 4050, 6 GB",,,2023,,,,,,Lenovo,TGDD
Lenovo LOQ Gaming 15IRH8 i7 13620H (82XV00QXVN),29.990.000₫,31.990.000₫,-6%,,https://www.thegioididong.com/laptop/lenovo-loq-gaming-15irh8-i7-82xv00qxvn,4,LOQ Gaming,Laptop,Intel Core i7 Raptor Lake - 13620H,10,16,2.40 GHz,5200 MHz,16 GB,,15.6 inch,Full HD,,,Có,Dài 359.6 mm - Rộng 264.8 mm - Dày 22.1 ~ 25.2 mm - Nặng 2.4 kg,60 Wh,2023,,,,24 MB,,,512 GB SSD NVMe PCIe 4.0,,"NVIDIA GeForce RTX 4050, 6 GB",,,,,,,,,Lenovo,TGDD
Lenovo Yoga 7 14IRL8 i7 1360P (82YL006BVN),26.490.000₫,28.990.000₫,-8%,,https://www.thegioididong.com/laptop/lenovo-yoga-7-14irl8-i7-82yl006bvn,4,Yoga,Laptop,Intel Core i7 Raptor Lake,12,16,2.20 GHz,18 MB,,,14 inch WUXGA (1920 x 1200) - OLED 100% DCI-P3,,,Intel Iris Xe Graphics,Full HD Webcam,Dài 317.87 mm - Rộng 222.5 mm - Dày 16.49 mm - Nặng 1.49 kg,65 W,Windows 11 Home SL + Office Home & Student vĩnh viễn 2023,,,,,,,512 GB SSD NVMe PCIe 4.0,,,,,,,,,,,Lenovo,TGDD
Lenovo Yoga Duet 7 13ITL6 i7 1165G7 (82MA009PVN),35.490.000₫,36.490.000₫,,,https://www.thegioididong.com/laptop/lenovo-yoga-duet-7-13itl6-i7-82ma009pvn,4,Yoga,Laptop,Intel Core i7 Tiger Lake,4,8,2.80 GHz,12 MB,,,13 inch WQHD (2160x1350),,,Intel Iris Xe Graphics,,Dài 297.4 mm - Rộng 207.4 mm - Dày 9.19 mm - Nặng 1.168 kg,41 Wh,,,,,3200 MHz,,,,,,,Mặt trên Magie Nhôm - Mặt dưới vải nhựa,2022,,,,,,Lenovo,TGDD
Lenovo Yoga Slim 7 Carbon 13ITL5 i7 1165G7 (82EV00AWVN),34.990.000₫,,,12,https://www.thegioididong.com/laptop/lenovo-yoga-slim-7-carbon-13itl5-i7-82ev00awvn,4,Yoga,Laptop,Intel Core i7 Tiger Lake,4,8,2.80 GHz,12 MB,,,13.3 inch,,,Intel Iris Xe Graphics,,Dài 295.88 mm - Rộng 208.85 mm - Dày 15 mm - Nặng 0.966 kg,,,,,,,,,,,,,Mặt lưng Carbon - Chiếu nghỉ tay bằng Nhôm Magie,2022,,,,,,Lenovo,TGDD
Lenovo Yoga Duet 7 13ITL6 i5 1135G7 (82MA009NVN),27.490.000₫,28.490.000₫,,,https://www.thegioididong.com/laptop/lenovo-yoga-duet-7-13itl6-i5-82ma009nvn,4,Yoga,Laptop,Intel Core i5 Tiger Lake,4,8,2.40 GHz,8 MB,,3200 MHz,13 inch WQHD (2160x1350),,,Intel Iris Xe Graphics,"Sau 5 MP, trước 5 MP",Dài 297.4 mm - Rộng 207.4 mm - Dày 9.19 mm - Nặng 1.168 kg,41 Wh,,,,,,,Không hỗ trợ nâng cấp,,,,,Mặt trên Magie Nhôm - Mặt dưới vải nhựa,2022,,,,,,Lenovo,TGDD
Lenovo Yoga 7 14IAL7 i5 1240P (82QE000RVN),26.990.000₫,30.990.000₫,-12%,12,https://www.thegioididong.com/laptop/lenovo-yoga-7-14ial7-i5-82qe000rvn,4,Yoga,Laptop,Intel Core i5 Alder Lake,12,16,1.70 GHz,12 MB,LPDDR5,4800 MHz,14 inch,2.8K (2880 x 1800),OLED,Intel Iris Xe Graphics,Full HD,Dài 316.66 mm - Rộng 220.25 mm - Dày 17.35 mm - Nặng 1.42 kg,65 W,,,,,,Onboard,Không hỗ trợ nâng cấp,,90 Hz,,,,2022,,,,,,Lenovo,TGDD
Lenovo Yoga 7 14IRL8 i5 1340P (82YL006AVN),23.490.000₫,25.990.000₫,-9%,,https://www.thegioididong.com/laptop/lenovo-yoga-7-14irl8-i5-82yl006avn,4,Yoga,Laptop,Intel Core i5 Raptor Lake,12,16,1.90 GHz,12 MB,16 GB,,14 inch WUXGA (1920 x 1200) - OLED 100% DCI-P3,,,Intel Iris Xe Graphics,Full HD Webcam,Dài 317.87 mm - Rộng 222.5 mm - Dày 16.49 mm - Nặng 1.49 kg,65 W,Windows 11 Home SL + Office Home & Student vĩnh viễn 2023,,,,,,,512 GB SSD NVMe PCIe 4.0,,,,,,,,,,,Lenovo,TGDD
Lenovo ThinkPad E15 Gen 4 i7 1260P (21E600CPVN),28.690.000₫,,,6,https://www.thegioididong.com/laptop/lenovo-thinkpad-e15-gen-4-i7-21e600cpvn,4,ThinkPad,Laptop,Intel Core i7 Alder Lake,12,16,2.10 GHz,18 MB,40 GB,3200 MHz,15.6 inch,,,,Full HD Webcam,Dài 365 mm - Rộng 240 mm - Dày 18.9 mm - Nặng 1.7 kg,,,,,,,,,,,Intel Iris Xe Graphics,,Vỏ nhựa - nắp lưng bằng kim loại,2022,,,,,,Lenovo,TGDD
Lenovo ThinkPad E16 Gen 1 i7 1360P (21JN006UVN),27.890.000₫,,,,https://www.thegioididong.com/laptop/lenovo-thinkpad-e16-gen-1-i7-21jn006uvn,4,ThinkPad,Laptop,Intel Core i7 Raptor Lake,12,16,2.20 GHz,18 MB,40 GB,3200 MHz,16 inch,45% NTSC,,Intel Iris Xe Graphics,Full HD Webcam Đơn sắc - Màu trắng,Dài 356.1 mm - Rộng 247.7 mm - Dày 19.85 mm - Nặng 1.97 kg,47 Wh,,,,,,,1 TB,512 GB SSD NVMe PCIe 4.0,,,,Vỏ kim loại - Nhôm,2023,,,,,,Lenovo,TGDD
Lenovo V14 G3 ABA R5 5625U (82TU006SVN),9.990.000₫,13.190.000₫,-24%,4,https://www.thegioididong.com/laptop/lenovo-v14-g3-aba-r5-82tu006svn,4,V Series,Laptop,AMD Ryzen 5,6,12,2.30 GHz,16 MB,12 GB,,14 inch,,,AMD Radeon Graphics,,Dài 324 mm - Rộng 215 mm - Dày 19.9 mm - Nặng 1.43 kg,38 Wh,Không có,,,,,,,512 GB SSD,,,,,2023,,,,,,Lenovo,TGDD
Lenovo V15 G4 IRU i5 1335U (83A1000LVN),14.990.000₫,17.990.000₫,-16%,,https://www.thegioididong.com/laptop/lenovo-v15-g4-iru-i5-83a1000lvn,4,V Series,Laptop,Intel Core i5 Raptor Lake - 1335U,10,12,1.30 GHz,12 MB,16 GB,3200 MHz,15.6 inch,,45% NTSC,Intel Iris Xe Graphics,,Dài 359.2 mm - Rộng 235.8 mm - Dày 19.9 mm - Nặng 1.67 kg,38 Wh,,,,,,,,"512 GB SSD NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB) Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng",,,,,2023,,,,,,Lenovo,TGDD
Lenovo V14 G4 IRU i3 1315U (83A0000TVN),10.990.000₫,13.690.000₫,-19%,,https://www.thegioididong.com/laptop/lenovo-v14-g4-iru-i3-win11-83a0000tvn,4,V Series,Laptop,Intel Core i3 Raptor Lake - 1315U,6,8,1.20 GHz,3200 MHz,16 GB,,14 inch,45% NTSC,,Intel UHD Graphics,,Dài 324.2 mm - Rộng 215.2 mm - Dày 19.9 mm - Nặng 1.41 kg,38 Wh,2023,,,,10 MB,,,512 GB SSD NVMe PCIe Gen 4.0,,,,,,,,,,,Lenovo,TGDD
Lenovo V15 G3 ABA R5 5625U (82TV008HVN),10.490.000₫,13.990.000₫,-25%,,https://www.thegioididong.com/laptop/lenovo-v15-g3-aba-r5-82tv008hvn,4,V Series,Laptop,AMD Ryzen 5,6,12,2.30 GHz,16 MB,12 GB,,15.6 inch,,,AMD Radeon Graphics,Không có,Dài 359 mm - Rộng 236 mm - Dày 19.9 mm - Nặng 1.7 kg,38 Wh,Không có,Không có,,,,,,512 GB SSD,,,,,2023,,,,,,Lenovo,TGDD
Dell Inspiron 15 3520 i3 1215U (i3U082W11BLU),10.990.000₫,13.690.000₫,-19%,20,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i3-i3u082w11blu,5,Inspiron,Laptop,Intel Core i3 Alder Lake,6,8,1.20 GHz,10 MB,16 GB,,15.6 inch,,,Intel UHD Graphics,,Dài 358.5 mm - Rộng 235.56 mm - Dày 16.96 ~ 18.99 mm - Nặng 1.9 kg,65 W,Windows 11 Home SL + Office Home & Student vĩnh viễn 2022,,,,,,,Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2 TB),,,Realtek Audio,,,,,,,,Dell,TGDD
Dell Inspiron 15 3520 i3 1215U (71003264),12.190.000₫,14.490.000₫,-15%,21,https://www.thegioididong.com/laptop/dell-inspiron-3520-i3-71003264,5,Inspiron,Laptop,Intel Core i3 Alder Lake,6,8,1.20 GHz,10 MB,16 GB,,15.6 inch,,,Intel UHD Graphics,,Dài 358.5 mm - Rộng 235.56 mm - Dày 18.99 mm - Nặng 1.9 kg,65 W,Windows 11 Home SL + Office Home & Student vĩnh viễn 2022,,,,,,,Hỗ trợ khe cắm HDD SATA,,,,,,,,,,,Dell,TGDD
Dell Inspiron 15 3520 i5 1235U (i5U085W11BLU),16.490.000₫,18.990.000₫,-13%,15,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5u085w11blu,5,Inspiron,Laptop,Intel Core i5 Alder Lake,10,12,1.30 GHz,12 MB,16 GB,2666 MHz,15.6 inch,,,Intel UHD Graphics,,Dài 358.5 mm - Rộng 235.56 mm - Dày 16.96 ~ 18.99 mm - Nặng 1.9 kg,65 W,Windows 11 Home SL + Office Home & Student vĩnh viễn 2022,,,,,,,Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2 TB),,Iris Xe Graphics,Realtek Audio,,,,,,,,Dell,TGDD
Dell Inspiron 15 3530 i7 1355U (N3530I716W1),24.990.000₫,25.290.000₫,,,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-n3530i716w1,5,Inspiron,Laptop,Intel Core i7 Raptor Lake - 1355U,10,12,1.70 GHz,12 MB,16 GB,3200 MHz,15.6 inch,Full HD (1920 x,,,,Dài 358.5 mm - Rộng 234.9 mm - Dày 17.5 mm - Nặng 1.65 kg,65 W,Windows 11 Home SL,,Bluetooth 5.3,,,,,512 GB SSD NVMe PCIe,,NVIDIA GeForce MX550 2 GB,Realtek Audio,,,,,,,,Dell,TGDD
Dell Inspiron 15 3520 i5 1235U (N5I5122W1),15.690.000₫,18.590.000₫,-15%,38,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-n5i5122w1,5,Inspiron,Laptop,Intel Core i5 Alder Lake,10,12,1.30 GHz,12 MB,16 GB,2666 MHz,15.6 inch,,,Intel UHD Graphics,,Dài 358.5 mm - Rộng 235.56 mm - Dày 18.9 mm - Nặng 1.9 kg,,Windows 11 Home SL + Office Home & Student vĩnh viễn 2022,,,,,,,HDD SATA 2.5 inch,,,Realtek Audio,,,,,,,,Dell,TGDD
Dell Inspiron 15 3530 i5 1335U (N5I5791W1),19.990.000₫,,,,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-n5i5791w1,5,Inspiron,Laptop,Intel Core i5 Raptor Lake - 1335U,10,12,1.30 GHz,2666 MHz,16 GB,,15.6 inch,45% NTSC,,Intel Iris Xe Graphics,Có,Dài 358.5 mm - Rộng 235.56 mm - Dày 18.99 mm - Nặng 1.66 kg,65 W,Windows 11 Home SL + Office Home & Student vĩnh viễn 2023,Bluetooth 5.3,,Trả góp 0%,12 MB,,,Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng (nâng cấp tối đa 1 TB),,,Realtek Audio,,,,,,,,Dell,TGDD
Dell Inspiron 15 3530 i5 1335U (N3530-i5U085W11BLU),18.490.000₫,,,4,https://www.thegioididong.com/laptop/dell-inspiron-3530-i5-1335u-i5u085w11blu,5,Inspiron,Laptop,Intel Core i5 Raptor Lake - 1335U,10,12,1.30 GHz,12 MB,16 GB,2666 MHz,15.6 inch,,,Intel UHD Graphics,,Dài 358.5 mm - Rộng 235.56 mm - Dày 16.96 ~ 18.99 mm - Nặng 1.66 kg,65 W,Windows 11 Home SL + Office Home & Student vĩnh viễn 2023,,,,,,,Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2 TB),,Iris Xe Graphics chỉ hoạt động với RAM kênh đôi,Realtek Audio,,,,,,,,Dell,TGDD
Dell Inspiron 15 3530 i7 1355U (71011775),21.990.000₫,,,5,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-71011775,5,Inspiron,Laptop,Intel Core i7 Raptor Lake - 1355U,10,12,1.70 GHz,12 MB,16 GB,2666 MHz,15.6 inch,,,Intel UHD Graphics (Iris Xe Graphics chỉ hoạt động với RAM kênh đôi),,Dài 358.5 mm - Rộng 235.5 mm - Dày 18.9 mm - Nặng 1.66 kg,65 W,Windows 11 Home SL + Office Home & Student vĩnh viễn 2023,,Bluetooth 5.3,,,,,Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng,,,Realtek Audio,,,,,,,,Dell,TGDD
Dell Inspiron 15 3520 i7 1255U (71003262),20.990.000₫,,,,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i7-71003262,5,Inspiron,Laptop,Intel Core i7 Alder Lake,10,12,1.70 GHz,12 MB,16 GB,3200 MHz,15.6 inch,,,Intel UHD Graphics,,Dài 358 mm - Rộng 235 mm - Dày 21 mm - Nặng 1.7 kg,65 W,Windows 11 Home SL + Office Home & Student vĩnh viễn 2022,,,,,,,Hỗ trợ khe cắm SATA 2.5 inch mở rộng (nâng cấp SSD hoặc HDD đều được),,,,,,,,,,,Dell,TGDD
Dell Inspiron 15 3520 i5 1235U (70296960),17.990.000₫,19.790.000₫,-9%,,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-70296960,5,Inspiron,Laptop,Intel Core i5 Alder Lake,10,12,1.30 GHz,12 MB,16 GB,3200 MHz,15.6 inch,Full HD,,,Webcam Không có đèn,Dài 358 mm - Rộng 235 mm - Dày 17.5 mm - Nặng 1.9 kg,65 W,Windows 11 Home SL + Office Home & Student vĩnh viễn 2022,,,,,,,512 GB SSD NVMe PCIe,,NVIDIA GeForce MX550 2 GB,,,,,,,,,Dell,TGDD
Dell Inspiron 16 5620 i5 1235U (P1WKN),17.190.000₫,19.790.000₫,-13%,12,https://www.thegioididong.com/laptop/dell-inspiron-16-5620-i5-p1wkn,5,Inspiron,Laptop,Intel Core i5 Alder Lake,10,12,1.30 GHz,12 MB,16 GB,3200 MHz,16 inch,,,Intel UHD Graphics,Full HD Webcam,Dài 356.7 mm - Rộng 251.9 mm - Dày 17.95 mm - Nặng 1.87 kg,,Windows 11 Home SL + Office Home & Student vĩnh viễn 2022,,,,,,,,,,,,,,,,,,Dell,TGDD
Dell Inspiron 16 5620 i7 1255U (N6I7110W1),22.190.000₫,25.190.000₫,-11%,27,https://www.thegioididong.com/laptop/dell-inspiron-16-5620-i7-n6i7110w1,5,Inspiron,Laptop,Intel Core i7 Alder Lake,10,12,1.70 GHz,12 MB,32 GB,3200 MHz,16 inch,,,Intel UHD Graphics,Full HD Webcam,Dài 356.7 mm - Rộng 251.9 mm - Dày 17.95 mm - Nặng 1.87 kg,65 W,Windows 11 Home SL + Office Home & Student vĩnh viễn 2022,,,,,,,,,,Realtek Audio,,,,,,,,Dell,TGDD
Dell Inspiron 15 3530 i5 1335U (71014840),19.990.000₫,20.990.000₫,,,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-71014840,5,Inspiron,Laptop,Intel Core i5 Raptor Lake - 1335U,10,12,1.30 GHz,12 MB,16 GB,3200 MHz,15.6 inch,,,Card rời,,Dài 358.5 mm - Rộng 235.56 mm - Dày 18.99 mm - Nặng 1.63 kg,65 W,Windows 11 Home SL + Office Home & Student vĩnh viễn 2023,,Bluetooth 5.3,,,,,,,NVIDIA GeForce MX550 2 GB,Realtek Audio,,,,,,,,Dell,TGDD
Dell Inspiron 14 T7430 i5 1335U (N7430I58W1),23.990.000₫,24.190.000₫,,,https://www.thegioididong.com/laptop/dell-inspiron-14-7430-i5-n7430i58w1,5,Inspiron,Laptop,Intel Core i5 Raptor Lake - 1335U,10,12,1.30 GHz,12 MB,LPDDR5 (Onboard),4800 MHz,14 inch,Full HD,Không có thông tin,Intel Iris Xe Graphics,Full HD Webcam,Dài 314 mm - Rộng 226.56 mm - Dày 18.55 mm - Nặng 1.58 kg,65 W,Windows 11 Home SL + Office Home & Student vĩnh viễn 2023,Bluetooth 5.3,Bluetooth 5.3,Màn hình gập 360 độ,Không hỗ trợ nâng cấp,,Không có thông tin,Không có thông tin,45% NTSC,Intel Iris Xe Graphics,Waves MaxxAudio Pro,Vỏ kim loại - Nhôm,1 năm,,,,,,Dell,TGDD
