tên_sản_phẩm,giá_hiện_tại,giá_gốc,khuyến_mãi,đánh_giá,link_sản_phẩm,brand_id,series,genre_name,công_nghệ_cpu,số_nhân,số_luồng,tốc_độ_cpu,bộ_nhớ đệm,ram,tốc_độ_bus_ram,màn_hình,độ_phân_giải,công_nghệ_màn_hình,đồ_họa,webcam,kích_thước,thông_tin_pin,hệ_điều_hành,cổng_giao_tiếp,kết_nối_không_dây,tính_năng,tốc_độ_tối_đa,loại_ram,ram_tối_đa,ổ_cứng,tần_số_quét,card_màn_hình,âm_thanh,chất_liệu,ra_mắt,đèn,bluetooth,năm_sản_xuất,đèn_bàn_phím,vỏ_nhựa,tên_hãng,nguồn_bán
MacBook Air 15 inch M2 2023 10-core GPU,36.490.000₫,37.990.000₫,,,https://www.thegioididong.com/laptop/apple-macbook-air-m2-2023-16gb,7,MacBook Air,Laptop,Apple M2,,,,,,,15.3 inch Liquid Retina,2880 x 1864,,10 nhân GPU,1080p FaceTime HD camera,Dài 340.4 mm - Rộng 237.6 mm - Dày 11.5 mm - Nặng 1.51 kg,Lên đến 18 giờ (Hãng công bố),Không hỗ trợ nâng cấp,,,,,,,,,,,,06/2023,,5.3,,,,MacBook,TGDD
MacBook Air 15 inch M2 2023 10-core GPU,36.490.000₫,37.990.000₫,,,https://www.thegioididong.com/laptop/apple-macbook-air-m2-2023-16gb,7,MacBook Air,Laptop,Apple M2,,,,,,,15.3 inch Liquid Retina,2880 x 1864,,10 nhân GPU,1080p FaceTime HD camera,Dài 340.4 mm - Rộng 237.6 mm - Dày 11.5 mm - Nặng 1.51 kg,Lên đến 18 giờ (Hãng công bố),Không hỗ trợ nâng cấp,,,,,,,,,,,,06/2023,,5.3,,,,MacBook,TGDD
MacBook Air 13 inch M2 2022 10-core GPU,37.590.000₫,39.190.000₫,,11,https://www.thegioididong.com/laptop/apple-macbook-air-m2-2022-16gb,7,MacBook Air,Laptop,Apple M2,8,,,100 GB/s,,,13.6 inch,2560 x 1664,Liquid Retina,10 nhân GPU,1080p FaceTime HD camera,304.1 mm x 215 mm x 11.3 mm,Lên đến 18 giờ,,,Bluetooth 5.3,Sạc MagSafe,,,,,,,,,6/2022,,,,,,MacBook,TGDD
MacBook Air 13 inch M2 2022 10-core GPU,37.590.000₫,39.190.000₫,,11,https://www.thegioididong.com/laptop/apple-macbook-air-m2-2022-16gb,7,MacBook Air,Laptop,Apple M2,8,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,13.6 inch Liquid Retina,2560 x 1664,Hãng không công bố,Card tích hợp,1080p FaceTime HD camera,Dài 304.1 mm - Rộng 215 mm - Dày 11.3 mm - Nặng 1.24 kg,Lên đến 18 giờ (Hãng công bố),Hãng không công bố,Hãng không công bố,Hãng không công bố,Sạc MagSafe,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,10 nhân GPU,Hãng không công bố,Hãng không công bố,6/2022,,,,,,MacBook,TGDD
MacBook Air 15 inch M2 2023 10-core GPU,37.990.000₫,,,,https://www.thegioididong.com/laptop/apple-macbook-air-15-inch-m2-2023,7,MacBook Air,Laptop,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,15.3 inch Liquid Retina (2880 x 1864),Hãng không công bố,Hãng không công bố,Card tích hợp (https://www.thegioididong.com/hoi-dap/card-do-hoa-tich-hop-la-gi-950047) - 10 nhân GPU,1080p FaceTime HD camera,Dài 340.4 mm - Rộng 237.6 mm - Dày 11.5 mm - Nặng 1.51 kg,Lên đến 18 giờ (Hãng công bố),Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,06/2023,,,,,,MacBook,TGDD
MacBook Air 15 inch M2 2023 10-core GPU,37.990.000₫,,,,https://www.thegioididong.com/laptop/apple-macbook-air-15-inch-m2-2023,7,MacBook Air,Laptop,Apple M2,,,,,,,15.3 inch Liquid Retina,2880 x 1864,,10 nhân GPU,1080p FaceTime HD camera,Dài 340.4 mm - Rộng 237.6 mm - Dày 11.5 mm - Nặng 1.51 kg,Lên đến 18 giờ (Hãng công bố),Không hỗ trợ nâng cấp,,,,,,,,,,,,06/2023,,5.3,,,,MacBook,TGDD
MacBook Air 15 inch M2 2023 10-core GPU,37.990.000₫,,,,https://www.thegioididong.com/laptop/apple-macbook-air-15-inch-m2-2023,7,MacBook Air,Laptop,Apple M2,,,,,,,15.3 inch Liquid Retina,2880 x 1864,,10 nhân GPU,1080p FaceTime HD camera,Dài 340.4 mm - Rộng 237.6 mm - Dày 11.5 mm - Nặng 1.51 kg,Lên đến 18 giờ (Hãng công bố),Không hỗ trợ nâng cấp,,,,,,,,,,,,06/2023,,5.3,,,,MacBook,TGDD
MacBook Air 13 inch M2 2022 10-core GPU,31.890.000₫,32.990.000₫,,8,https://www.thegioididong.com/laptop/apple-macbook-air-m2-2022-10-core-gpu,7,MacBook Air,Laptop,Apple M2,8,,,100 GB/s,,,13.6 inch,2560 x 1664,Liquid Retina,10 nhân GPU,1080p FaceTime HD camera,304.1 mm x 215 mm x 11.3 mm,Lên đến 18 giờ,,,Bluetooth 5.3,Sạc MagSafe,,,,,,,,,6/2022,,,,,,MacBook,TGDD
MacBook Air 13 inch M2 2022 10-core GPU,31.890.000₫,32.990.000₫,,8,https://www.thegioididong.com/laptop/apple-macbook-air-m2-2022-10-core-gpu,7,MacBook Air,Laptop,Apple M2,8,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,13.6 inch Liquid Retina,2560 x 1664,Hãng không công bố,Card tích hợp,1080p FaceTime HD camera,Dài 304.1 mm - Rộng 215 mm - Dày 11.3 mm - Nặng 1.24 kg,Lên đến 18 giờ (Hãng công bố),Hãng không công bố,Hãng không công bố,Hãng không công bố,Sạc MagSafe,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,10 nhân GPU,Hãng không công bố,Hãng không công bố,6/2022,,,,,,MacBook,TGDD
MacBook Air 13 inch M2 2022 8-core GPU,31.890.000₫,31.990.000₫,,,https://www.thegioididong.com/laptop/apple-macbook-air-m2-2022-16gb-256gb,7,MacBook Air,Laptop,Apple M2,8,,,,,,13.6 inch Liquid Retina,2560 x 1664,,8 nhân GPU,1080p FaceTime HD camera,Dài 304.1 mm - Rộng 215 mm - Dày 11.3 mm - Nặng 1.24 kg,Lên đến 18 giờ (Hãng công bố),,,,,,,,,,,,,6/2022,,5.3,,,,MacBook,TGDD
MacBook Air 13 inch M2 2022 8-core GPU,31.890.000₫,31.990.000₫,,,https://www.thegioididong.com/laptop/apple-macbook-air-m2-2022-16gb-256gb,7,MacBook Air,Laptop,Apple M2,8,,,,,,13.6 inch Liquid Retina,2560 x 1664,,8 nhân GPU,1080p FaceTime HD camera,304.1 mm x 215 mm x 11.3 mm,Khoảng 10 tiếng,,,Bluetooth 5.3,,,,,,,,,,6/2022,,,,,,MacBook,TGDD
MacBook Pro 13 inch M2 2022 10-core GPU,30.190.000₫,30.490.000₫,,38,https://www.thegioididong.com/laptop/apple-macbook-pro-13-inch-m2-2022,7,MacBook Pro 13 inch,Laptop,Apple M2,8,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,13.3 inch,Hãng không công bố,Hãng không công bố,Card tích hợp,Hãng không công bố,Dài 304.1 mm - Rộng 212.4 mm - Dày 15.6 mm - Nặng 1.4 kg,Lên đến 20 giờ (Hãng công bố),Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,10 nhân GPU,Hãng không công bố,Hãng không công bố,6/2022,,,,,,MacBook,TGDD
MacBook Pro 13 inch M2 2022 10-core GPU,30.190.000₫,30.490.000₫,,38,https://www.thegioididong.com/laptop/apple-macbook-pro-13-inch-m2-2022,7,MacBook Pro 13 inch,Laptop,Apple M2,8,,,100 GB/s,,,13.3 inch,,,10 nhân GPU,,Dài 304.1 mm - Rộng 212.4 mm - Dày 15.6 mm - Nặng 1.4 kg,Lên đến 20 giờ,,,,,,,,,,,,,6/2022,,,,,,MacBook,TGDD
MacBook Pro 13 inch M2 2022 10-core GPU,30.190.000₫,30.490.000₫,,38,https://www.thegioididong.com/laptop/apple-macbook-pro-13-inch-m2-2022,7,MacBook Pro 13 inch,Laptop,Apple M2,8,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,13.3 inch,Hãng không công bố,Hãng không công bố,Card tích hợp,Hãng không công bố,Dài 304.1 mm - Rộng 212.4 mm - Dày 15.6 mm - Nặng 1.4 kg,Lên đến 20 giờ (Hãng công bố),Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,10 nhân GPU,Hãng không công bố,Hãng không công bố,6/2022,,,,,,MacBook,TGDD
MacBook Pro 13 inch M2 2022 10-core GPU,39.690.000₫,40.190.000₫,,21,https://www.thegioididong.com/laptop/apple-macbook-pro-m2-2022-16gb,7,MacBook Pro 13 inch,Laptop,Apple M2,8,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,13.3 inch,Hãng không công bố,Hãng không công bố,Card tích hợp,Hãng không công bố,Dài 304.1 mm - Rộng 212.4 mm - Dày 15.6 mm - Nặng 1.4 kg,Lên đến 20 giờ (Hãng công bố),Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,10 nhân GPU,Hãng không công bố,Hãng không công bố,6/2022,,,,,,MacBook,TGDD
MacBook Pro 13 inch M2 2022 10-core GPU,39.690.000₫,40.190.000₫,,21,https://www.thegioididong.com/laptop/apple-macbook-pro-m2-2022-16gb,7,MacBook Pro 13 inch,Laptop,Apple M2,8,,,100 GB/s,,,13.3 inch,,,10 nhân GPU,,Dài 304.1 mm - Rộng 212.4 mm - Dày 15.6 mm - Nặng 1.4 kg,Lên đến 20 giờ,,,,,,,,,,,,,6/2022,,,,,,MacBook,TGDD
MacBook Pro 13 inch M2 2022 10-core GPU,39.690.000₫,40.190.000₫,,21,https://www.thegioididong.com/laptop/apple-macbook-pro-m2-2022-16gb,7,MacBook Pro 13 inch,Laptop,Apple M2,8,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,13.3 inch,Hãng không công bố,Hãng không công bố,Card tích hợp,Hãng không công bố,Dài 304.1 mm - Rộng 212.4 mm - Dày 15.6 mm - Nặng 1.4 kg,Lên đến 20 giờ (Hãng công bố),Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,10 nhân GPU,Hãng không công bố,Hãng không công bố,6/2022,,,,,,MacBook,TGDD
MacBook Pro 13 inch M2 2022 10-core GPU,34.490.000₫,35.390.000₫,,7,https://www.thegioididong.com/laptop/apple-macbook-pro-m2-2022,7,MacBook Pro 13 inch,Laptop,Apple M2,8,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,13.3 inch,Hãng không công bố,Hãng không công bố,Card tích hợp,Hãng không công bố,Dài 304.1 mm - Rộng 212.4 mm - Dày 15.6 mm - Nặng 1.4 kg,Lên đến 20 giờ (Hãng công bố),Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,10 nhân GPU,Hãng không công bố,Hãng không công bố,6/2022,,,,,,MacBook,TGDD
MacBook Pro 13 inch M2 2022 10-core GPU,34.490.000₫,35.390.000₫,,7,https://www.thegioididong.com/laptop/apple-macbook-pro-m2-2022,7,MacBook Pro 13 inch,Laptop,Apple M2,8,,,100 GB/s,,,13.3 inch,,,10 nhân GPU,,Dài 304.1 mm - Rộng 212.4 mm - Dày 15.6 mm - Nặng 1.4 kg,Lên đến 20 giờ,,,,,,,,,,,,,6/2022,,,,,,MacBook,TGDD
MacBook Pro 13 inch M2 2022 10-core GPU,34.490.000₫,35.390.000₫,,7,https://www.thegioididong.com/laptop/apple-macbook-pro-m2-2022,7,MacBook Pro 13 inch,Laptop,Apple M2,8,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,13.3 inch,Hãng không công bố,Hãng không công bố,Card tích hợp,Hãng không công bố,Dài 304.1 mm - Rộng 212.4 mm - Dày 15.6 mm - Nặng 1.4 kg,Lên đến 20 giờ (Hãng công bố),Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,10 nhân GPU,Hãng không công bố,Hãng không công bố,6/2022,,,,,,MacBook,TGDD
MacBook Pro 14 inch M3 2023 10-core GPU,39.990.000₫,,,,https://www.thegioididong.com/laptop/macbook-pro-14-inch-m3-2023,7,MacBook Pro 14 inch,Laptop,Apple M3 - Hãng không công bố,10,,,,8 GB,,14.2 inch Liquid Retina XDR display,3024 x 1964,,,,,,macOS,,,,,,,512 GB SSD,,,,,2023,,,,,,MacBook,TGDD
MacBook Pro 14 inch M3 2023 10-core GPU,39.990.000₫,,,,https://www.thegioididong.com/laptop/macbook-pro-14-inch-m3-2023,7,MacBook Pro 14 inch,Laptop,Apple M3 - Hãng không công bố,10,,,,8 GB,,14.2 inch Liquid Retina XDR display,3024 x 1964,,,1080p FaceTime HD camera,Dài 312.6 mm - Rộng 221.2 mm - Dày 15.5 mm - Nặng 1.55 kg,Lên đến 22 giờ (Hãng công bố),macOS Sonoma,"HDMI, Jack tai nghe 3.5 mm, MagSafe, 2 x Thunderbolt / USB 4 (hỗ trợ DisplayPort, Thunderbolt 3 (up to 40Gb/s), USB 4 (up to 40Gb/s))",,,,,,1 TB SSD,120 Hz,10 nhân GPU,,,2023,,,,,,MacBook,TGDD
MacBook Pro 14 inch M3 2023 10-core GPU,39.990.000₫,,,,https://www.thegioididong.com/laptop/macbook-pro-14-inch-m3-2023,7,MacBook Pro 14 inch,Laptop,Apple M3 - Hãng không công bố,10,,,,8 GB,,14.2 inch Liquid Retina XDR display,3024 x 1964,,,,,,macOS,,,,,,,512 GB SSD,,,,,2023,,,,,,MacBook,TGDD
MacBook Pro 14 inch M3 2023 10-core GPU,39.990.000₫,,,,https://www.thegioididong.com/laptop/macbook-pro-14-inch-m3-2023,7,MacBook Pro 14 inch,Laptop,Apple M3 - Hãng không công bố,10,,,,8 GB,,14.2 inch Liquid Retina XDR display,3024 x 1964,,,1080p FaceTime HD camera,Dài 312.6 mm - Rộng 221.2 mm - Dày 15.5 mm - Nặng 1.55 kg,Lên đến 22 giờ (Hãng công bố),macOS Sonoma,"HDMI, Jack tai nghe 3.5 mm, MagSafe, 2 x Thunderbolt / USB 4 (hỗ trợ DisplayPort, Thunderbolt 3 (up to 40Gb/s), USB 4 (up to 40Gb/s))",,,,,,1 TB SSD,120 Hz,10 nhân GPU,,,2023,,,,,,MacBook,TGDD
MacBook Pro 14 inch M3 Max 2023 14-core CPU,Dự kiến: 79.990.000₫,,,,https://www.thegioididong.com/laptop/apple-macbook-pro-14-inch-m3-max-2023-14-core,7,MacBook Pro 14 inch,Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MacBook,TGDD
MacBook Pro 14 inch M3 Max 2023 14-core CPU,Dự kiến: 79.990.000₫,,,,https://www.thegioididong.com/laptop/apple-macbook-pro-14-inch-m3-max-2023-14-core,7,MacBook Pro 14 inch,Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MacBook,TGDD
MacBook Pro 14 inch M3 2023 10-core GPU,Dự kiến: 44.990.000₫,,,,https://www.thegioididong.com/laptop/apple-macbook-pro-m3-2023,7,MacBook Pro 14 inch,Laptop,Apple M3 - Hãng không công bố,10,,,,8 GB,,14.2 inch Liquid Retina XDR display,3024 x 1964,,,,,,macOS,,,,,,,512 GB SSD,,,,,2023,,,,,,MacBook,TGDD
MacBook Pro 14 inch M3 2023 10-core GPU,Dự kiến: 44.990.000₫,,,,https://www.thegioididong.com/laptop/apple-macbook-pro-m3-2023,7,MacBook Pro 14 inch,Laptop,Apple M3 - Hãng không công bố,10,,,,8 GB,,14.2 inch Liquid Retina XDR display,3024 x 1964,,,1080p FaceTime HD camera,Dài 312.6 mm - Rộng 221.2 mm - Dày 15.5 mm - Nặng 1.55 kg,Lên đến 22 giờ (Hãng công bố),macOS Sonoma,"HDMI, Jack tai nghe 3.5 mm, MagSafe, 2 x Thunderbolt / USB 4 (hỗ trợ DisplayPort, Thunderbolt 3 (up to 40Gb/s), USB 4 (up to 40Gb/s))",,,,,,1 TB SSD,120 Hz,10 nhân GPU,,,2023,,,,,,MacBook,TGDD
MacBook Pro 14 inch M3 2023 10-core GPU,Dự kiến: 44.990.000₫,,,,https://www.thegioididong.com/laptop/apple-macbook-pro-m3-2023,7,MacBook Pro 14 inch,Laptop,Apple M3 - Hãng không công bố,10,,,,8 GB,,14.2 inch Liquid Retina XDR display,3024 x 1964,,,,,,macOS,,,,,,,512 GB SSD,,,,,2023,,,,,,MacBook,TGDD
MacBook Pro 14 inch M3 2023 10-core GPU,Dự kiến: 44.990.000₫,,,,https://www.thegioididong.com/laptop/apple-macbook-pro-m3-2023,7,MacBook Pro 14 inch,Laptop,Apple M3 - Hãng không công bố,10,,,,8 GB,,14.2 inch Liquid Retina XDR display,3024 x 1964,,,1080p FaceTime HD camera,Dài 312.6 mm - Rộng 221.2 mm - Dày 15.5 mm - Nặng 1.55 kg,Lên đến 22 giờ (Hãng công bố),macOS Sonoma,"HDMI, Jack tai nghe 3.5 mm, MagSafe, 2 x Thunderbolt / USB 4 (hỗ trợ DisplayPort, Thunderbolt 3 (up to 40Gb/s), USB 4 (up to 40Gb/s))",,,,,,1 TB SSD,120 Hz,10 nhân GPU,,,2023,,,,,,MacBook,TGDD
MacBook Pro 14 inch M3 Pro 2023 12-core CPU,MỚI RA MẮT,,,,https://www.thegioididong.com/laptop/apple-macbook-pro-14-inch-m3-pro-2023-12-core,7,MacBook Pro 14 inch,Laptop,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,18 GB,Hãng không công bố,14.2 inch Liquid Retina XDR display,3024 x 1964,Hãng không công bố,Card tích hợp,1080p FaceTime HD camera,Dài 312.6 mm - Rộng 221.2 mm - Dày 15.5 mm - Nặng 1.61 kg,Lên đến 18 giờ (Hãng công bố),macOS Sonoma,"HDMI, Jack tai nghe 3.5 mm, MagSafe 3, 3 x Thunderbolt 4 ( hỗ trợ DisplayPort, Thunderbolt 4 (up to 40Gb/s), USB 4 (up to 40Gb/s))",Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,1 TB SSD,Hãng không công bố,18 nhân GPU,Hãng không công bố,Vỏ nhôm tái chế 100%,2023,,,,,,MacBook,TGDD
MacBook Pro 14 inch M3 Pro 2023 12-core CPU,MỚI RA MẮT,,,,https://www.thegioididong.com/laptop/apple-macbook-pro-14-inch-m3-pro-2023-12-core,7,MacBook Pro 14 inch,Laptop,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,18 GB,Hãng không công bố,14.2 inch Liquid Retina XDR display,3024 x 1964,Hãng không công bố,Card tích hợp,1080p FaceTime HD camera,Dài 312.6 mm - Rộng 221.2 mm - Dày 15.5 mm - Nặng 1.61 kg,Lên đến 18 giờ (Hãng công bố),macOS Sonoma,"HDMI, Jack tai nghe 3.5 mm, MagSafe 3, 3 x Thunderbolt 4 ( hỗ trợ DisplayPort, Thunderbolt 4 (up to 40Gb/s), USB 4 (up to 40Gb/s))",Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,1 TB SSD,Hãng không công bố,18 nhân GPU,Hãng không công bố,Vỏ nhôm tái chế 100%,2023,,,,,,MacBook,TGDD
MacBook Pro 16 inch M2 Pro 2023 19-core GPU,Hàng sắp về,59.690.000₫,,,https://www.thegioididong.com/laptop/macbook-pro-16-inch-m2-pro,7,MacBook Pro 16 inch,Laptop,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,16 GB,Hãng không công bố,16.2 inch Liquid Retina XDR display,3456 x 2234,Hãng không công bố,Card tích hợp,1080p FaceTime HD camera,Dài 355.7 mm - Rộng 248.1 mm - Dày 16.8 mm - Nặng 2.15 kg,Lên đến 22 giờ (Hãng công bố),Hãng không công bố,Hãng không công bố,Bluetooth 5.3,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,512 GB SSD,Hãng không công bố,19 nhân GPU,Hãng không công bố,Hãng không công bố,2023,,,,,,MacBook,TGDD
MacBook Pro 16 inch M3 Max 2023 14-core CPU,56.990.000₫,,,,https://www.thegioididong.com/laptop/apple-macbook-pro-16-inch-m3-max-2023-14-core,7,MacBook Pro 16 inch,Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MacBook,TGDD
MacBook Pro 16 inch M3 Max 2023 14-core CPU,56.990.000₫,,,,https://www.thegioididong.com/laptop/apple-macbook-pro-16-inch-m3-max-2023-14-core,7,MacBook Pro 16 inch,Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MacBook,TGDD
MacBook Pro 16 inch M3 Pro 2023 12-core,Dự kiến: 89.990.000₫,,,,https://www.thegioididong.com/laptop/apple-macbook-pro-16-inch-m3-pro-2023-12-core-36gb,7,MacBook Pro 16 inch,Laptop,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,36 GB,Hãng không công bố,"16.2"" Liquid Retina XDR display (3456 x 2234)",Hãng không công bố,Hãng không công bố,Card tích hợp,1080p FaceTime HD camera,Dài 355.7 mm - Rộng 248.1 mm - Dày 16.8 mm - Nặng 2.14 kg,Lên đến 22 giờ (Hãng công bố),macOS Sonoma,"HDMI Jack tai nghe 3.5 mm MagSafe 3 3 x Thunderbolt 4 ( hỗ trợ DisplayPort, Thunderbolt 4 (up to 40Gb/s), USB 4 (up to 40Gb/s))",Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,512 GB SSD,120Hz,18 nhân GPU,Hãng không công bố,Hãng không công bố,2023,,,,,,MacBook,TGDD
MacBook Pro 16 inch M3 Pro 2023 12-core,Dự kiến: 89.990.000₫,,,,https://www.thegioididong.com/laptop/apple-macbook-pro-16-inch-m3-pro-2023-12-core-36gb,7,MacBook Pro 16 inch,Laptop,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,36 GB,Hãng không công bố,"16.2"" Liquid Retina XDR display (3456 x 2234)",Hãng không công bố,Hãng không công bố,Card tích hợp,1080p FaceTime HD camera,Dài 355.7 mm - Rộng 248.1 mm - Dày 16.8 mm - Nặng 2.14 kg,Lên đến 22 giờ (Hãng công bố),macOS Sonoma,"HDMI Jack tai nghe 3.5 mm MagSafe 3 3 x Thunderbolt 4 ( hỗ trợ DisplayPort, Thunderbolt 4 (up to 40Gb/s), USB 4 (up to 40Gb/s))",Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,512 GB SSD,120Hz,18 nhân GPU,Hãng không công bố,Hãng không công bố,2023,,,,,,MacBook,TGDD
MacBook Pro 16 inch M3 Pro 2023 12-core CPU,Dự kiến: 74.990.000₫,,,,https://www.thegioididong.com/laptop/apple-macbook-pro-16-inch-m3-pro-2023-12-core,7,MacBook Pro 16 inch,Laptop,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,18 GB,Hãng không công bố,"16.2"" Liquid Retina XDR display (3456 x 2234)",Hãng không công bố,Hãng không công bố,Card tích hợp,1080p FaceTime HD camera,Dài 355.7 mm - Rộng 248.1 mm - Dày 16.8 mm - Nặng 2.14 kg,Lên đến 22 giờ (Hãng công bố),macOS Sonoma,"HDMI, Jack tai nghe 3.5 mm, MagSafe 3, 3 x Thunderbolt 4 ( hỗ trợ DisplayPort, Thunderbolt 4 (up to 40Gb/s), USB 4 (up to 40Gb/s))",Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,512 GB SSD,120 Hz,18 nhân GPU,Hãng không công bố,Hãng không công bố,2023,,,,,,MacBook,TGDD
MacBook Pro 16 inch M3 Pro 2023 12-core CPU,Dự kiến: 74.990.000₫,,,,https://www.thegioididong.com/laptop/apple-macbook-pro-16-inch-m3-pro-2023-12-core,7,MacBook Pro 16 inch,Laptop,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,18 GB,Hãng không công bố,"16.2"" Liquid Retina XDR display (3456 x 2234)",Hãng không công bố,Hãng không công bố,Card tích hợp,1080p FaceTime HD camera,Dài 355.7 mm - Rộng 248.1 mm - Dày 16.8 mm - Nặng 2.14 kg,Lên đến 22 giờ (Hãng công bố),macOS Sonoma,"HDMI, Jack tai nghe 3.5 mm, MagSafe 3, 3 x Thunderbolt 4 ( hỗ trợ DisplayPort, Thunderbolt 4 (up to 40Gb/s), USB 4 (up to 40Gb/s))",Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,512 GB SSD,120 Hz,18 nhân GPU,Hãng không công bố,Hãng không công bố,2023,,,,,,MacBook,TGDD
MacBook Pro 14 inch M3 2023 10-core GPU,Dự kiến: 64.990.000₫,,,,https://www.thegioididong.com/laptop/macbook-pro-14-inch-m3-2023,7,MacBook M3,Laptop,Apple M3 - Hãng không công bố,10,,,,8 GB,,14.2 inch Liquid Retina XDR display,3024 x 1964,,,,,,macOS,,,,,,,512 GB SSD,,,,,2023,,,,,,MacBook,TGDD
MacBook Pro 14 inch M3 2023 10-core GPU,Dự kiến: 64.990.000₫,,,,https://www.thegioididong.com/laptop/macbook-pro-14-inch-m3-2023,7,MacBook M3,Laptop,Apple M3 - Hãng không công bố,10,,,,8 GB,,14.2 inch Liquid Retina XDR display,3024 x 1964,,,1080p FaceTime HD camera,Dài 312.6 mm - Rộng 221.2 mm - Dày 15.5 mm - Nặng 1.55 kg,Lên đến 22 giờ (Hãng công bố),macOS Sonoma,"HDMI, Jack tai nghe 3.5 mm, MagSafe, 2 x Thunderbolt / USB 4 (hỗ trợ DisplayPort, Thunderbolt 3 (up to 40Gb/s), USB 4 (up to 40Gb/s))",,,,,,1 TB SSD,120 Hz,10 nhân GPU,,,2023,,,,,,MacBook,TGDD
MacBook Pro 14 inch M3 2023 10-core GPU,Dự kiến: 64.990.000₫,,,,https://www.thegioididong.com/laptop/macbook-pro-14-inch-m3-2023,7,MacBook M3,Laptop,Apple M3 - Hãng không công bố,10,,,,8 GB,,14.2 inch Liquid Retina XDR display,3024 x 1964,,,,,,macOS,,,,,,,512 GB SSD,,,,,2023,,,,,,MacBook,TGDD
